Date,Open,High,Low,Close,Volume
7/15/2019,3017.800049,3017.800049,2973.090088,2976.610107,16014490000
7/22/2019,2981.929932,3027.97998,2976.649902,3025.860107,16700450000
7/29/2019,3024.469971,3025.610107,2914.110107,2932.050049,20160210000
8/5/2019,2898.070068,2938.719971,2822.120117,2918.649902,20687590000
8/12/2019,2907.070068,2943.310059,2825.51001,2888.679932,19076710000
8/19/2019,2913.47998,2939.080078,2834.969971,2847.110107,16141480000
8/26/2019,2866.699951,2940.429932,2853.050049,2926.459961,15686820000
9/2/2019,2909.01001,2985.860107,2891.850098,2978.709961,13707670000
9/9/2019,2988.429932,3020.73999,2957.01001,3007.389893,19712530000
9/16/2019,2996.409912,3021.98999,2978.570068,2992.070068,20787010000
9/23/2019,2983.5,3007.97998,2945.530029,2961.790039,16722640000
9/30/2019,2967.070068,2992.530029,2855.939941,2952.01001,17244790000
10/7/2019,2944.22998,2993.280029,2892.659912,2970.27002,15880820000
10/14/2019,2965.810059,3008.290039,2962.939941,2986.199951,15507120000
10/21/2019,2996.47998,3027.389893,2991.209961,3022.550049,17288670000
10/28/2019,3032.120117,3066.949951,3023.189941,3066.909912,19004660000
11/4/2019,3078.959961,3097.77002,3065.889893,3093.080078,20794290000
11/11/2019,3080.330078,3120.459961,3075.820068,3120.459961,16692290000
11/18/2019,3117.909912,3127.639893,3091.409912,3110.290039,18074100000
11/25/2019,3117.439941,3154.26001,3117.439941,3140.97998,12893650000
12/2/2019,3143.850098,3150.600098,3070.330078,3145.909912,17504100000
12/9/2019,3141.860107,3182.679932,3126.090088,3168.800049,17765280000
12/16/2019,3183.629883,3225.649902,3183.629883,3221.219971,22184930000
12/23/2019,3226.050049,3247.929932,3220.51001,3240.02002,8954750000
12/30/2019,3240.090088,3258.139893,3212.030029,3234.850098,12861110000
1/6/2020,3217.550049,3282.98999,3214.639893,3265.350098,17721020000
1/13/2020,3271.129883,3329.879883,3268.429932,3329.620117,18135300000
1/20/2020,3321.030029,3337.77002,3281.530029,3295.469971,15204110000
1/27/2020,3247.159912,3293.469971,3214.679932,3225.52002,19282920000
2/3/2020,3235.659912,3347.959961,3235.659912,3327.709961,19500010000
2/10/2020,3318.280029,3385.090088,3317.77002,3380.159912,18077170000
2/17/2020,3369.040039,3393.52002,3328.449951,3337.75,15292560000
2/24/2020,3257.610107,3259.810059,2855.840088,2954.219971,31566850000
3/2/2020,2974.280029,3136.719971,2901.540039,2972.370117,29965390000
3/9/2020,2863.889893,2882.590088,2478.860107,2711.02002,40664410000
3/16/2020,2508.590088,2562.97998,2280.52002,2304.919922,41985050000
3/23/2020,2290.709961,2637.01001,2191.860107,2541.469971,37243200000
3/30/2020,2558.97998,2641.389893,2447.48999,2488.649902,30852490000
4/6/2020,2578.280029,2818.570068,2574.570068,2789.820068,27229510000
4/13/2020,2782.459961,2879.219971,2721.169922,2874.560059,27176880000
4/20/2020,2845.620117,2868.97998,2727.100098,2836.73999,26590900000
4/27/2020,2854.649902,2954.860107,2821.610107,2830.709961,28845520000
5/4/2020,2815.01001,2932.159912,2797.850098,2929.800049,24823610000
5/11/2020,2915.459961,2945.820068,2766.639893,2863.699951,27249840000
5/18/2020,2913.860107,2980.290039,2913.860107,2955.449951,25310860000
5/25/2020,3004.080078,3068.669922,2969.75,3044.310059,24991070000
6/1/2020,3038.780029,3211.719971,3031.540039,3193.929932,30977470000
6/8/2020,3199.919922,3233.129883,2984.469971,3041.310059,34390750000
6/15/2020,2993.76001,3155.530029,2965.659912,3097.73999,28959080000
6/22/2020,3094.419922,3154.899902,3004.629883,3009.050049,27951760000
6/29/2020,3018.590088,3165.810059,2999.73999,3130.01001,17826770000
7/6/2020,3155.290039,3186.820068,3115.699951,3185.040039,23635640000
7/13/2020,3205.080078,3238.280029,3127.659912,3224.72998,22082120000
7/20/2020,3224.290039,3279.98999,3200.050049,3215.629883,20789280000
7/27/2020,3219.840088,3272.169922,3204.129883,3271.120117,21774140000
8/3/2020,3288.26001,3352.540039,3284.530029,3351.280029,21777340000
8/10/2020,3356.040039,3387.889893,3326.439941,3372.850098,19619500000
8/17/2020,3380.860107,3399.959961,3354.689941,3397.159912,17745410000
8/24/2020,3418.090088,3509.22998,3413.129883,3508.01001,18975990000
8/31/2020,3509.72998,3588.110107,3349.629883,3426.959961,22095960000
9/7/2020,3371.879883,3425.550049,3310.469971,3340.969971,16545570000
9/14/2020,3363.560059,3428.919922,3292.399902,3319.469971,24071910000
9/21/2020,3285.570068,3323.350098,3209.449951,3298.459961,21594480000
9/28/2020,3333.899902,3397.179932,3323.689941,3348.419922,20402660000
10/5/2020,3367.27002,3482.340088,3354.540039,3477.139893,19772590000
10/12/2020,3500.02002,3549.850098,3440.889893,3483.810059,19317950000
10/19/2020,3493.659912,3502.419922,3415.340088,3465.389893,19936550000
10/26/2020,3441.419922,3441.419922,3233.939941,3269.959961,22860370000
11/2/2020,3296.199951,3529.050049,3279.73999,3509.439941,23047080000
11/9/2020,3583.040039,3645.98999,3511.909912,3585.149902,28872780000
11/16/2020,3600.159912,3628.51001,3543.840088,3557.540039,23992240000
11/23/2020,3566.820068,3644.310059,3552.77002,3638.350098,19026670000
11/30/2020,3634.179932,3699.199951,3594.389893,3699.120117,26933100000
12/7/2020,3694.72998,3712.389893,3633.399902,3663.459961,23655640000
12/14/2020,3675.27002,3726.699951,3645.840088,3709.409912,24367880000
12/21/2020,3684.280029,3711.23999,3636.47998,3703.060059,14464830000
12/28/2020,3723.030029,3760.199951,3723.030029,3756.070068,13262640000
1/4/2021,3764.610107,3826.689941,3662.709961,3824.679932,25542330000
1/11/2021,3803.139893,3823.600098,3749.620117,3768.25,24631190000
1/18/2021,3781.879883,3861.449951,3780.370117,3841.469971,19193280000
1/25/2021,3851.679932,3870.899902,3694.120117,3714.23999,36751000000
2/1/2021,3731.169922,3894.560059,3725.620117,3886.830078,25573900000
2/8/2021,3892.590088,3937.22998,3884.939941,3934.830078,22779770000
2/15/2021,3939.610107,3950.429932,3885.030029,3906.709961,19428610000
2/22/2021,3885.550049,3928.649902,3789.540039,3811.149902,31300040000
3/1/2021,3842.51001,3914.5,3723.340088,3841.939941,30870960000
3/8/2021,3844.389893,3960.27002,3819.25,3943.340088,27021810000
3/15/2021,3942.959961,3983.870117,3886.75,3913.100098,26950850000
3/22/2021,3916.47998,3978.189941,3853.5,3974.540039,24199790000
3/29/2021,3969.310059,4020.629883,3943.25,4019.870117,17489870000
4/5/2021,4034.439941,4129.47998,4034.439941,4128.799805,19754600000
4/12/2021,4124.709961,4191.310059,4114.819824,4185.470215,19506210000
4/19/2021,4179.799805,4194.169922,4118.379883,4180.169922,19855210000
4/26/2021,4185.029785,4218.779785,4174.850098,4181.169922,19845940000
5/3/2021,4191.97998,4238.040039,4128.589844,4232.600098,21280680000
5/10/2021,4228.290039,4236.390137,4056.879883,4173.850098,22952900000
5/17/2021,4169.919922,4188.720215,4061.409912,4155.859863,20744780000
5/24/2021,4170.160156,4218.359863,4170.160156,4204.109863,23343500000
5/31/2021,4216.52002,4234.120117,4167.930176,4229.890137,20636100000
6/7/2021,4229.339844,4249.740234,4208.410156,4247.439941,22073020000
6/14/2021,4248.310059,4257.160156,4164.399902,4166.450195,24868180000
6/21/2021,4173.399902,4286.120117,4173.399902,4280.700195,22845800000
6/28/2021,4284.899902,4355.430176,4274.669922,4352.339844,19135150000
7/5/2021,4356.459961,4371.600098,4289.370117,4369.549805,16225570000
7/12/2021,4372.410156,4393.680176,4322.529785,4327.160156,18977190000
7/19/2021,4296.399902,4415.180176,4233.129883,4411.790039,21304580000
7/26/2021,4409.580078,4429.970215,4372.509766,4395.259766,20734210000
8/2/2021,4406.859863,4440.819824,4373,4436.52002,19171320000
8/9/2021,4437.77002,4468.370117,4424.740234,4468,17260230000
8/16/2021,4461.649902,4480.259766,4367.72998,4441.669922,19014210000
8/23/2021,4450.290039,4513.330078,4450.290039,4509.370117,17595630000
8/30/2021,4513.759766,4545.850098,4513.759766,4535.430176,18470230000
9/6/2021,4535.379883,4535.379883,4457.660156,4458.580078,14932410000
9/13/2021,4474.810059,4492.990234,4427.759766,4432.990234,22890790000
9/20/2021,4402.950195,4465.399902,4305.910156,4455.47998,20058800000
9/27/2021,4442.120117,4457.299805,4288.52002,4357.040039,20646370000
10/4/2021,4348.839844,4429.970215,4278.939941,4391.339844,19344290000
10/11/2021,4385.439941,4475.819824,4329.919922,4471.370117,17878150000
10/18/2021,4463.720215,4559.669922,4447.470215,4544.899902,18372450000
10/25/2021,4553.689941,4608.080078,4537.359863,4605.379883,20648340000
11/1/2021,4610.620117,4718.5,4595.060059,4697.529785,21195930000
11/8/2021,4701.47998,4714.919922,4630.859863,4682.850098,20545980000
11/15/2021,4689.299805,4717.75,4672.779785,4697.959961,19909710000
11/22/2021,4712,4743.830078,4585.430176,4594.620117,15654820000
11/29/2021,4628.75,4672.950195,4495.120117,4538.430176,26646380000
12/6/2021,4548.370117,4713.569824,4540.509766,4712.02002,21271750000
12/13/2021,4710.299805,4731.990234,4600.220215,4620.640137,26609380000
12/20/2021,4587.899902,4740.740234,4531.100098,4725.790039,14940780000
12/27/2021,4733.990234,4808.930176,4733.990234,4766.180176,14244290000
1/3/2022,4778.140137,4818.620117,4662.740234,4677.029785,21878940000
1/10/2022,4655.339844,4748.830078,4582.240234,4662.850098,21251840000
1/17/2022,4632.240234,4632.240234,4395.339844,4397.939941,19444410000
1/24/2022,4356.319824,4453.22998,4222.620117,4431.850098,27889090000
1/31/2022,4431.790039,4595.310059,4414.02002,4500.529785,23505280000
2/7/2022,4505.75,4590.029785,4401.410156,4418.640137,23778810000
2/14/2022,4412.609863,4489.549805,4327.220215,4348.870117,22562340000
2/21/2022,4332.740234,4385.339844,4114.649902,4384.649902,21848520000
2/28/2022,4354.169922,4416.779785,4279.540039,4328.870117,28092740000
3/7/2022,4327.009766,4327.009766,4157.870117,4204.310059,29765730000
3/14/2022,4202.75,4465.399902,4161.720215,4463.120117,30540660000
3/21/2022,4462.399902,4546.029785,4424.299805,4543.060059,22611740000
3/28/2022,4541.089844,4637.299805,4507.569824,4545.859863,23169700000
4/4/2022,4547.970215,4593.450195,4450.040039,4488.279785,23239490000
4/11/2022,4462.640137,4471,4381.339844,4392.589844,16329620000
4/18/2022,4385.629883,4512.939941,4267.620117,4271.779785,21597890000
4/25/2022,4255.339844,4308.450195,4124.279785,4131.930176,24637900000
5/2/2022,4130.609863,4307.660156,4062.51001,4123.339844,25076170000
5/9/2022,4081.27002,4081.27002,3858.870117,4023.889893,29126270000
5/16/2022,4013.02002,4090.719971,3810.320068,3901.360107,24603940000
5/23/2022,3919.419922,4158.490234,3875.129883,4158.240234,23231370000
5/30/2022,4151.089844,4177.509766,4073.850098,4108.540039,19471340000
6/6/2022,4134.720215,4168.779785,3900.159912,3900.860107,21764190000
6/13/2022,3838.149902,3838.149902,3636.870117,3674.840088,30486930000
6/20/2022,3715.310059,3913.649902,3715.310059,3911.73999,23570150000
6/27/2022,3920.76001,3945.860107,3738.669922,3825.330078,21693690000
7/4/2022,3792.610107,3918.5,3742.060059,3899.379883,17073700000
7/11/2022,3880.939941,3880.939941,3721.560059,3863.159912,19693570000
7/18/2022,3883.790039,4012.439941,3818.629883,3961.629883,20385270000
7/25/2022,3965.719971,4140.149902,3910.73999,4130.290039,20488830000
8/1/2022,4112.379883,4167.660156,4079.810059,4145.189941,21651540000
8/8/2022,4155.930176,4280.470215,4112.089844,4280.149902,21098400000
8/15/2022,4269.370117,4325.279785,4218.700195,4228.47998,19013350000
8/22/2022,4195.080078,4203.040039,4057.659912,4057.659912,18714200000
8/29/2022,4034.580078,4062.98999,3903.649902,3924.26001,19592960000
9/5/2022,3930.889893,4076.810059,3886.75,4067.360107,15886450000
9/12/2022,4083.669922,4119.279785,3837.080078,3873.330078,24728470000
9/19/2022,3849.909912,3907.070068,3647.469971,3693.22998,21332100000
9/26/2022,3682.719971,3736.73999,3584.129883,3585.620117,24475900000
10/3/2022,3609.780029,3806.909912,3604.929932,3639.659912,22948200000
10/10/2022,3647.51001,3712,3491.580078,3583.070068,21864890000
10/17/2022,3638.649902,3762.790039,3638.649902,3752.75,22634960000
10/24/2022,3762.01001,3905.419922,3741.649902,3901.060059,23555090000
10/31/2022,3881.850098,3911.790039,3698.149902,3770.550049,24226300000
11/7/2022,3780.709961,4001.47998,3744.219971,3992.929932,24968840000
11/14/2022,3977.969971,4028.840088,3906.540039,3965.340088,21831700000
11/21/2022,3956.22998,4034.02002,3933.340088,4026.120117,12724860000
11/28/2022,4005.360107,4100.509766,3937.649902,4071.699951,22280580000
12/5/2022,4052.02002,4052.449951,3918.389893,3934.379883,20662410000
12/12/2022,3939.290039,4100.959961,3827.909912,3852.360107,25443390000
12/19/2022,3853.790039,3889.820068,3764.48999,3844.820068,18506410000
12/26/2022,3843.340088,3858.189941,3780.780029,3839.5,12097370000
1/2/2023,3853.290039,3906.189941,3794.330078,3895.080078,16190230000
1/9/2023,3910.820068,4003.949951,3877.290039,3999.090088,20846120000
1/16/2023,3999.280029,4015.389893,3885.540039,3972.610107,16539130000
1/23/2023,3978.139893,4094.209961,3949.060059,4070.560059,18707010000
1/30/2023,4049.27002,4195.439941,4015.550049,4136.47998,23657120000
2/6/2023,4119.569824,4176.540039,4060.790039,4090.459961,20661640000
2/13/2023,4096.620117,4159.77002,4047.949951,4079.090088,19642940000
2/20/2023,4052.350098,4052.350098,3943.080078,3970.040039,16031550000
2/27/2023,3992.360107,4048.290039,3928.159912,4045.639893,21459460000
3/6/2023,4055.149902,4078.48999,3846.320068,3861.590088,21422390000
3/13/2023,3835.120117,3964.459961,3808.860107,3916.639893,33867970000
3/20/2023,3917.469971,4039.48999,3909.159912,3970.98999,24375960000
3/27/2023,3982.929932,4110.75,3951.530029,4109.310059,20849370000
4/3/2023,4102.200195,4133.129883,4069.840088,4105.02002,15917210000
4/10/2023,4085.199951,4163.189941,4072.550049,4137.640137,17894880000
4/17/2023,4137.169922,4169.47998,4113.859863,4133.52002,18104210000
4/24/2023,4132.069824,4170.060059,4049.350098,4169.47998,18944960000
5/1/2023,4166.790039,4186.919922,4048.280029,4136.25,23630535000
